終える	おえる	oeru
大神	おおみかみ|だいじん	oomikami|daijinn
親指	おやゆび	oyayubi
重力	じゅうりょく	juuryoku
開運	かいうん	kaiunn
練り	ねり	neri
引き受け	ひきうけ	hikiuke
落書き	らくがき	rakugaki
曲線	きょくせん	kyokusenn
本命	ほんめい	honnmei
動員	どういん	douinn
直感	ちょっかん	chokkann
追放	ついほう	tsuihou
出世	しゅっせ	shusse
神道	しんとう	shinntou
主題	しゅだい	shudai
取組み	とりくみ	torikumi
打線	だせん	dasenn
時事	じじ	jiji
水温	すいおん	suionn
当館	とうかん	toukann
実体	じったい|じってい	jittai|jittei
頭皮	とうひ	touhi
次いで	ついで	tsuide
深める	ふかめる	fukameru
見受け	みうけ	miuke
石橋	いしばし	ishibashi
品物	しなもの|しなもん	shinamono|shinamonn
見所	みどころ	midokoro
予言	よげん	yogenn
食育	しょくいく	shokuiku
坂道	さかみち	sakamichi
屋内	おくない	okunai
短歌	たんか	tannka
川島	かわしま	kawashima
苦しむ	くるしむ	kurushimu
着色	ちゃくしょく	chakushoku
定時	ていじ	teiji
院内	いんない	innnai
都度	つど	tsudo
温室	おんしつ|うんしつ	onnshitsu|unnshitsu
談話	だんわ	dannwa
出動	しゅつどう	shutsudou
表れ	あらわれ	araware
整える	ととのえる	totonoeru
発作	ほっさ	hossa
名乗る	なのる	nanoru
放流	ほうりゅう	houryuu
根元	こんげん|ねもと	konngenn|nemoto
書物	かきもの|しょもつ	kakimono|shomotsu
発する	はっする	hassuru
酒場	さかば	sakaba
次会	じかい	jikai
有数	ゆうすう	yuusuu
平家	ひらや	hiraya
流星	ながれぼし|りゅうせい	nagareboshi|ryuusei
始動	しどう	shidou
発着	はっちゃく	hacchaku
新橋	しんばし	shinnbashi
持ち出し	もちだし	mochidashi
向く	むく	muku
公安	こうあん	kouann
福音	ふくいん	fukuinn
局面	きょくめん	kyokumenn
悪意	あくい	akui
真っ暗	まっくら	makkura
多重	たじゅう	tajuu
田植え	たうえ	taue
一味	いちみ|ひとあじ	ichimi|hitoaji
車庫	しゃこ	shako
定めて	さだめて	sadamete
等しい	ひとしい	hitoshii
全米	ぜんべい	zennbei
石炭	せきたん	sekitann
消去	しょうきょ	shoukyo
緑化	りょっか|りょくか	ryokka|ryokuka
決心	けっしん	kesshinn
金具	かなぐ	kanagu
読み取り	よみとり	yomitori
全室	ぜんしつ	zennshitsu
洋書	ようしょ	yousho
近世	きんせい	kinnsei
反転	はんてん	hanntenn
回想	かいそう	kaisou
発車	はっしゃ	hassha
実写	じっしゃ	jissha
教委	きょうい	kyoui
書式	しょしき	shoshiki
着工	ちゃっこう	chakkou
泳ぐ	およぐ	oyogu
商談	しょうだん	shoudann
来院	らいいん	raiinn
細部	さいぶ	saibu
重なる	かさなる	kasanaru
年配	ねんぱい	nennpai
花屋	はなや	hanaya
林業	りんぎょう	rinngyou
後世	こうせい|ごせ	kousei|gose
発光	はっこう	hakkou
面談	めんだん	menndann
楽章	がくしょう	gakushou
中級	ちゅうきゅう	chuukyuu
直進	ちょくしん	chokushinn
紙面	しめん	shimenn
弱者	じゃくしゃ	jakusha
帰路	きろ	kiro
真っ黒	まっくろ	makkuro
泳ぎ	およぎ	oyogi
消火	しょうか	shouka
使い分け	つかいわけ	tsukaiwake
取り外し	とりはずし	torihazushi
係数	けいすう	keisuu
和書	わしょ	washo
植木	うえき	ueki
想い出	おもいで	omoide
取消	とりけし	torikeshi
育毛	いくもう	ikumou
三味線	しゃみせん	shamisenn
対岸	たいがん	taigann
昔話	むかしばなし	mukashibanashi
進入	しんにゅう	shinnnyuu
反動	はんどう	hanndou
対人	たいじん	taijinn
着うた	ちゃくうた	chakuuta
空調	くうちょう	kuuchou
全長	ぜんちょう	zennchou
た感	たかん	takann
着目	ちゃくもく	chakumoku
真っ先	まっさき	massaki
開館	かいかん	kaikann
緑茶	りょくちゃ	ryokucha
他方	たほう	tahou
外相	がいしょう|げそう	gaishou|gesou
助かる	たすかる	tasukaru
動力	どうりょく	douryoku
行進	こうしん	koushinn
受取	うけとり	uketori
流入	りゅうにゅう	ryuunyuu
等級	とうきゅう	toukyuu
去り	さり	sari
全品	ぜんぴん	zennpinn
流用	りゅうよう	ryuuyou
悲し	かなし	kanashi
投球	とうきゅう	toukyuu
区切り	くぎり	kugiri
電球	でんきゅう	dennkyuu
注ぐ	そそぐ|つぐ	sosogu|tsugu
館長	かんちょう	kannchou
二部	にぶ	nibu
実業	じつぎょう	jitsugyou
勝ち組	かちぐみ	kachigumi
写メ	しゃめ	shame
乗船	じょうせん	jousenn
登用	とうよう	touyou
本業	ほんぎょう	honngyou
朝起き	あさおき	asaoki
長所	ちょうしょ	chousho
都立	とりつ	toritsu
代わる	かわる	kawaru
夏期	かき	kaki
商事	しょうじ	shouji
金庫	きんこ	kinnko
送金	そうきん	soukinn
品書き	しながき	shinagaki
起点	きてん	kitenn
緑地	りょくち	ryokuchi
読み返し	よみかえし	yomikaeshi
開口	かいこう	kaikou
集う	つどう	tsudou
乗り場	のりば	noriba
身の回り	みのまわり	minomawari
返送	へんそう	hennsou
小豆	あずき	azuki
和洋	わよう	wayou
打ち出し	うちだし	uchidashi
神事	しんじ	shinnji
問いかけ	といかけ	toikake
一式	いっしき	isshiki
手動	しゅどう	shudou
曲がり	まがり	magari
代え	かえ|がえ	kae|gae
受理	じゅり	juri
安らぎ	やすらぎ	yasuragi
買い取り	かいとり	kaitori
平米	へいべい	heibei
度合い	どあい	doai
中庭	なかにわ	nakaniwa
上着	うわぎ	uwagi
様相	ようそう	yousou
酒屋	さかや|ざかや	sakaya|zakaya
荷重	かじゅう|におも	kajuu|niomo
主たる	しゅたる	shutaru
乗せる	のせる	noseru
答申	とうしん	toushinn
南向き	みなみむき	minamimuki
国有	こくゆう	kokuyuu
学童	がくどう	gakudou
洋風	ようふう	youfuu
引き起こし	ひきおこし	hikiokoshi
学区	がっく	gakku
平山	ひらやま	hirayama
配り	くばり	kubari
洋画	ようが	youga
旅客	りょかく|りょきゃく	ryokaku|ryokyaku
か所	かしょ	kasho
終り	おわり	owari
想う	おもう	omou
急ぐ	いそぐ	isogu
転生	てんしょう|てんせい	tennshou|tennsei
和歌	わか	waka
宿命	しゅくめい	shukumei
一転	いってん	ittenn
仕草	しぐさ	shigusa
原始	げんし	gennshi
橋下	きょうか	kyouka
放火	ほうか	houka
医薬	いやく	iyaku
鼻水	はなみず	hanamizu
空想	くうそう	kuusou
大祭	たいさい	taisai
一人旅	ひとりたび	hitoritabi
後部	こうぶ	koubu
動植物	どうしょくぶつ	doushokubutsu
死神	しにがみ	shinigami
談合	だんごう	danngou
面会	めんかい	mennkai
ゴミ箱	ごみばこ	gomibako
重度	じゅうど	juudo
仕え	つかえ	tsukae
商用	しょうよう	shouyou
夕陽	ゆうひ	yuuhi
事後	じご	jigo
詩集	ししゅう	shishuu
買取り	かいとり	kaitori
見習い	みならい	minarai
風習	ふうしゅう	fuushuu
持ち物	もちもの	mochimono
手助け	てだすけ	tedasuke
重なり	かさなり	kasanari
水深	すいしん	suishinn
小路	こうじ	kouji
指向	しこう	shikou
暗記	あんき	annki
下品	げぼん|げひん	gebonn|gehinn
人身	じんしん|ひとみ	jinnshinn|hitomi
帰化	きか	kika
台帳	だいちょう	daichou
乗れる	のれる	noreru
休息	きゅうそく	kyuusoku
先代	せんだい	senndai
本題	ほんだい	honndai
温か	あたたか|あったか	atataka|attaka
飲み屋	のみや	nomiya
万葉	まんよう	mannyou
乗馬	じょうば	jouba
三宮	さんぐう	sannguu
整合	せいごう	seigou
前身	ぜんしん	zennshinn
代用	だいよう	daiyou
旅立ち	たびだち	tabidachi
定か	さだか	sadaka
曲名	きょくめい	kyokumei
発進	はっしん	hasshinn
長者	ちょうじゃ	chouja
海面	かいめん|うなづら	kaimenn|unadura
神父	しんぷ	shinnpu
乗り入れ	のりいれ	noriire
所見	しょけん	shokenn
打合せ	うちあわせ	uchiawase
波長	はちょう	hachou
商会	しょうかい	shoukai
銀色	ぎんいろ|ぎんしょく	ginniro|ginnshoku
読み物	よみもの	yomimono
着地	ちゃくち	chakuchi
来館	らいかん	raikann
長持ち	ながもち	nagamochi
打ち切り	うちきり	uchikiri
決め手	きめて	kimete
温水	おんすい	onnsui
次女	じじょ	jijo
仕切り	しきり|じきり	shikiri|jikiri
悪人	あくにん	akuninn
自発	じはつ	jihatsu
筆記	ひっき	hikki
申し入れ	もうしいれ	moushiire
仕出し	しだし	shidashi
県下	けんか	kennka
病理	びょうり	byouri
対等	たいとう	taitou
問答	もんどう	monndou
記帳	きちょう	kichou
待ち受け	まちうけ	machiuke
水銀	すいぎん	suiginn
向う	むかう|むこう	mukau|mukou
転売	てんばい	tennbai
和え	あえ	ae
対外	たいがい	taigai
遊具	ゆうぐ	yuugu
申立て	もうしたて	moushitate
登板	とうばん	toubann
美白	びはく	bihaku
落ち葉	おちば	ochiba
黒豆	くろまめ	kuromame
休館	きゅうかん	kyuukann
分身	ぶんしん	bunnshinn
落葉	らくよう|おちば	rakuyou|ochiba
四球	しきゅう	shikyuu
持ち合わせ	もちあわせ	mochiawase
洋楽	ようがく	yougaku
平ら	たいら|だいら	taira|daira
係員	かかりいん	kakariinn
次ぐ	つぐ	tsugu
始発	しはつ	shihatsu
苦い	にがい	nigai
使者	ししゃ	shisha
楽屋	がくや	gakuya
名乗り	なのり	nanori
大福	だいふく	daifuku
温もり	ぬくもり	nukumori
表題	ひょうだい	hyoudai
年表	ねんぴょう	nennpyou
県南	けんなん	kennnann
育む	はぐくむ	hagukumu
使い道	つかいみち	tsukaimichi
平地	ひらち|へいち	hirachi|heichi
本島	ほんとう	honntou
式場	しきじょう	shikijou
古都	こと	koto
新宮	しんぐう|しんみや	shinnguu|shinnmiya
植林	しょくりん	shokurinn
曲がる	まがる	magaru
仕事場	しごとば	shigotoba
流行り	はやり|ばやり	hayari|bayari
悪役	あくやく	akuyaku
薬草	やくそう	yakusou
足湯	あしゆ	ashiyu
前世	ぜんせ|ぜんせい	zennse|zennsei
子守	こもり	komori
葉山	はやま	hayama
真冬	まふゆ	mafuyu
山登り	やまのぼり	yamanobori
両足	りょうあし	ryouashi
申し立て	もうしたて	moushitate
分化	ぶんか	bunnka
仕入	しいれ	shiire
板金	いたがね|ばんきん	itagane|bannkinn
習い	ならい	narai
横目	よこめ	yokome
代物	しろもの|だいぶつ|だいもつ	shiromono|daibutsu|daimotsu
区長	くちょう	kuchou
君主	くんしゅ	kunnshu
開校	かいこう	kaikou
横丁	よこちょう	yokochou
文集	ぶんしゅう	bunnshuu
自重	じちょう|じじゅう	jichou|jijuu
茶葉	ちゃば	chaba
仕上げる	しあげる	shiageru
局所	きょくしょ	kyokusho
血行	けっこう	kekkou
起算	きさん	kisann
湯船	ゆぶね	yubune
時速	じそく	jisoku
終日	ひもすがら|しゅうじつ	himosugara|shuujitsu
海運	かいうん	kaiunn
重心	じゅうしん	juushinn
同感	どうかん	doukann
後味	あとあじ	atoaji
真心	まごころ	magokoro
旅先	たびさき	tabisaki
対局	たいきょく	taikyoku
持たせる	もたせる	motaseru
組曲	くみきょく	kumikyoku
引き取り	ひきとり	hikitori
宿場	しゅくば	shukuba
同和	どうわ	douwa
和子	わこ	wako
間取	まどり	madori
病室	びょうしつ	byoushitsu
聞き取り	ききとり	kikitori
感知	かんち	kannchi
ラー油	らーゆ	ra-yu
楽勝	らくしょう	rakushou
文面	ぶんめん	bunnmenn
勝者	しょうしゃ	shousha
他人事	ひとごと	hitogoto
申出	もうしで	moushide
父様	とうさま	tousama
軽やか	かるやか|かろやか	karuyaka|karoyaka
追っかけ	おっかけ	okkake
地主	じぬし	jinushi
毛皮	けがわ	kegawa
流体	りゅうたい	ryuutai
薬用	やくよう	yakuyou
申立	もうしたて	moushitate
五感	ごかん	gokann
美化	びか	bika
円安	えんやす	ennyasu
一服	いっぷく	ippuku
発育	はついく	hatsuiku
定住	ていじゅう	teijuu
当主	とうしゅ	toushu
全線	ぜんせん	zennsenn
電柱	でんちゅう	dennchuu
実り	みのり	minori
当期	とうき	touki
校庭	こうてい	koutei
界面	かいめん	kaimenn
祭神	さいじん	saijinn
国庫	こっこ	kokko
教習	きょうしゅう	kyoushuu
有明	ありあけ	ariake
来客	らいきゃく	raikyaku
次長	じちょう	jichou
自負	じふ	jifu
拾う	ひろう	hirou
物色	ぶっしょく	busshoku
着こなし	きこなし	kikonashi
本県	ほんけん	honnkenn
取消し	とりけし	torikeshi
白銀	しろがね|はくぎん	shirogane|hakuginn
有事	ゆうじ	yuuji
調書	ちょうしょ	chousho
取りあえず	とりあえず	toriaezu
明神	あきつかみ|みょうじん	akitsukami|myoujinn
歯ごたえ	はごたえ	hagotae
寒天	かんてん	kanntenn
打球	だきゅう	dakyuu
真意	しんい	shinni
通帳	つうちょう|かよいちょう	tsuuchou|kayoichou
予知	よち	yochi
対向	たいこう	taikou
重たい	おもたい	omotai
かけ流し	かけながし	kakenagashi
田畑	たはた|でんぱた	tahata|dennpata
本宮	ほんぐう	honnguu
着メロ	ちゃくめろ	chakumero
送り出し	おくりだし	okuridashi
仕業	しわざ|しぎょう	shiwaza|shigyou
放電	ほうでん	houdenn
お化け	おばけ	obake
転写	てんしゃ	tennsha
意地悪	いじわる	ijiwaru
勝る	まさる	masaru
同調	どうちょう	douchou
金物	かなもの	kanamono
切実	せつじつ	setsujitsu
決行	けっこう	kekkou
病人	びょうにん	byouninn
出向	しゅっこう	shukkou
上等	じょうとう	joutou
開場	かいじょう	kaijou
悪用	あくよう	akuyou
部数	ぶすう	busuu
有様	ありさま	arisama
取り直し	とりなおし	torinaoshi
見落とし	みおとし	miotoshi
鉄人	てつじん	tetsujinn
待ち遠しい	まちどおしい	machidooshii
洋室	ようしつ	youshitsu
根気	こんき	konnki
究明	きゅうめい	kyuumei
入部	にゅうぶ	nyuubu
横顔	よこがお	yokogao
文様	もんよう	monnyou
転向	てんこう	tennkou
切開	せっかい	sekkai
八重	やえ	yae
中等	ちゅうとう	chuutou
通商	つうしょう	tsuushou
苦味	くみ|にがみ	kumi|nigami
打開	だかい	dakai
発声	はっせい	hassei
生死	せいし|しょうし|しょうじ	seishi|shoushi|shouji
交配	こうはい	kouhai
持ち運び	もちはこび	mochihakobi
引き返し	ひきかえし	hikikaeshi
火薬	かやく	kayaku
和服	わふく	wafuku
係長	かかりちょう	kakarichou
出所	しゅっしょ|でどころ	shussho|dedokoro
全校	ぜんこう	zennkou
実話	じつわ	jitsuwa
身元	みもと	mimoto
予習	よしゅう	yoshuu
横手	よこて|よこで	yokote|yokode
手放し	てばなし	tebanashi
上乗せ	うわのせ	uwanose
終身	しゅうしん	shuushinn
会期	かいき	kaiki
歯車	はぐるま	haguruma
入館	にゅうかん	nyuukann
発色	はっしょく	hasshoku
下宿	げしゅく	geshuku
指南	しなん	shinann
取りまとめ	とりまとめ	torimatome
有線	ゆうせん	yuusenn
駅員	えきいん	ekiinn
開港	かいこう	kaikou
前列	ぜんれつ	zennretsu
地消	ちしょう	chishou
血流	けつりゅう	ketsuryuu
他所	たしょ|よそ	tasho|yoso
助け合い	たすけあい	tasukeai
葉書	はがき	hagaki
美学	びがく	bigaku
切れ味	きれあじ	kireaji
植える	うえる	ueru
小指	こゆび	koyubi
代打	だいだ	daida
化け物	ばけもの	bakemono
金運	きんうん	kinnunn
申す	もうす	mousu
有形	ゆうけい	yuukei
足取り	あしとり|あしどり	ashitori|ashidori
持ち味	もちあじ	mochiaji
病名	びょうめい	byoumei
黒板	こくばん	kokubann
長屋	ながや	nagaya
先取り	さきどり	sakidori
打てる	うてる	uteru
落し	おとし	otoshi
先送り	さきおくり	sakiokuri
和平	わへい	wahei
半身	はんしん|はんみ	hannshinn|hannmi
急落	きゅうらく	kyuuraku
親身	しんみ	shinnmi
花言葉	はなことば	hanakotoba
地表	ちひょう	chihyou
あの世	あのよ	anoyo
根っこ	ねっこ	nekko
病原	びょうげん	byougenn
葉月	はづき	haduki
酒店	さけてん|しゅてん	saketenn|shutenn
寒気	さむけ|かんき	samuke|kannki
主食	しゅしょく	shushoku
女流	じょりゅう	joryuu
生薬	しょうやく|きぐすり	shouyaku|kigusuri
美食	びしょく	bishoku
発病	はつびょう	hatsubyou
予期	よき	yoki
医大	いだい	idai
配る	くばる	kubaru
古着	ふるぎ	furugi
一路	いちろ	ichiro
部外	ぶがい	bugai
走者	そうしゃ	sousha
全曲	ぜんきょく	zennkyoku
かき氷	かきごおり	kakigoori
終電	しゅうでん	shuudenn
気品	きひん	kihinn
対する	たいする	taisuru
写り	うつり	utsuri
三世	みよ	miyo
大昔	おおむかし	oomukashi
同県	どうけん	doukenn
安物	やすもの	yasumono
負け犬	まけいぬ	makeinu
着ぐるみ	きぐるみ	kigurumi
木の実	きのみ|このみ	kinomi|konomi
本意	ほんい	honni
遊び心	あそびごころ	asobigokoro
遊び場	あそびば	asobiba
年始	ねんし	nennshi
秒間	びょうかん	byoukann
部族	ぶぞく	buzoku
白身	しろみ|はくしん	shiromi|hakushinn
転校	てんこう	tennkou
真下	ました	mashita
口実	こうじつ	koujitsu
取り返し	とりかえし	torikaeshi
歯肉	はにく	haniku
駅間	えきかん	ekikann
和やか	なごやか	nagoyaka
返り	かえり|がえり	kaeri|gaeri
船員	せんいん	senninn
波形	なみがた|はけい	namigata|hakei
気配り	きくばり	kikubari
前歯	まえば	maeba
相乗	そうじょう	soujou
耳鼻	じび	jibi
面子	めんこ|めんつ	mennko|menntsu
美形	びけい	bikei
見返し	みかえし	mikaeshi
女医	じょい	joi
室温	しつおん	shitsuonn
重合	じゅうごう	juugou
絵の具	えのぐ	enogu
題目	だいもく	daimoku
両社	りょうしゃ	ryousha
童子	どうじ	douji
区立	くりつ	kuritsu
転入	てんにゅう	tennnyuu
軽食	けいしょく	keishoku
植生	しょくせい	shokusei
運気	うんき	unnki
全土	ぜんど	zenndo
身動き	みうごき	miugoki
真中	まんなか	mannnaka
部局	ぶきょく	bukyoku
直筆	じきひつ|ちょくひつ	jikihitsu|chokuhitsu
本流	ほんりゅう	honnryuu
等身	とうしん	toushinn
温める	あたためる|ぬくめる|ぬるめる	atatameru|nukumeru|nurumeru
太平	たいへい	taihei
見返り	みかえり	mikaeri
平原	へいげん	heigenn
取り方	とりかた	torikata
出港	しゅっこう	shukkou
定理	ていり	teiri
消息	しょうそく	shousoku
山羊	やぎ	yagi
悪し	あし	ashi
港町	みなとまち	minatomachi
同定	どうてい	doutei
悪寒	おかん	okann
食い物	くいもの	kuimono
売主	うりぬし	urinushi
命題	めいだい	meidai
習う	ならう|なろう	narau|narou
助長	じょちょう	jochou
放し	はなし|ほかし|ぱなし	hanashi|hokashi|panashi
度数	どすう	dosuu
魚屋	さかなや	sakanaya
鼻血	はなじ	hanaji
行者	ぎょうじゃ	gyouja
他県	たけん	takenn
第一線	だいいっせん	daiissenn
深海	しんかい	shinnkai
同業	どうぎょう	dougyou
短所	たんしょ	tannsho
流水	りゅうすい	ryuusui
他店	たてん	tatenn
平年	へいねん	heinenn
箱入り	はこいり	hakoiri
見苦しい	みぐるしい	migurushii
鉄分	てつぶん	tetsubunn
色調	しきちょう	shikichou
球根	きゅうこん	kyuukonn
和み	なごみ	nagomi
入港	にゅうこう	nyuukou
次号	じごう	jigou
医科	いか	ika
県人	けんじん	kennjinn
勝ち点	かちてん	kachitenn
自決	じけつ	jiketsu
根強い	ねづよい	neduyoi
追い出し	おいだし	oidashi
図式	ずしき	zushiki
受かる	うかる	ukaru
祭礼	さいれい	sairei
長身	ちょうしん	choushinn
相反	そうはん	souhann
真弓	まゆみ	mayumi
湯気	ゆげ	yuge
花畑	はなばたけ	hanabatake
合言葉	あいことば	aikotoba
全日	ぜんじつ|ぜんにち	zennjitsu|zennnichi
細身	ほそみ	hosomi
子役	こやく	koyaku
真っ青	まっさお	massao
原酒	げんしゅ	gennshu
暑中	しょちゅう	shochuu
係り	かかわり|かかり|がかり	kakawari|kakari|gakari
有意	ゆうい	yuui
左岸	さがん	sagann
銀山	ぎんざん	ginnzann
通所	つうしょ	tsuusho
一代	いちだい	ichidai
神学	しんがく	shinngaku
一様	いちよう	ichiyou
駅近	えきちか	ekichika
家主	やぬし|いえぬし|いえあるじ	yanushi|ienushi|iearuji
深まる	ふかまる	fukamaru
和光	わこう	wakou
薬事	やくじ	yakuji
開局	かいきょく	kaikyoku
助っ人	すけっと	suketto
部室	ぶしつ	bushitsu
軽度	けいど	keido
立命	りつめい	ritsumei
配色	はいしょく	haishoku
木の葉	このは	konoha
決起	けっき	kekki
生き様	いきざま	ikizama
一昔	ひとむかし	hitomukashi
取手	とって|とりて	totte|torite
両日	りょうじつ	ryoujitsu
名神	めいしん	meishinn
数式	すうしき	suushiki
同乗	どうじょう	doujou
読取	よみとり	yomitori
配下	はいか	haika
死人	しにん|しびと	shininn|shibito
命日	めいにち	meinichi
書院	しょいん	shoinn
王宮	おうきゅう	oukyuu
右岸	うがん	ugann
対日	たいにち	tainichi
根ざし	ねざし	nezashi
安らか	やすらか	yasuraka
真上	まうえ	maue
申し分	もうしぶん	moushibunn
横行	おうこう	oukou
返上	へんじょう	hennjou
歯止め	はどめ	hadome
調合	ちょうごう	chougou
受入	うけいれ	ukeire
回遊	かいゆう	kaiyuu
開園	かいえん	kaienn
一等	いっとう	ittou
二世	にせ	nise
校区	こうく	kouku
宮内	くない	kunai
宿る	やどる	yadoru
負け組	まけぐみ	makegumi
大勝	たいしょう	taishou
送電	そうでん	soudenn
冬期	とうき	touki
上院	じょういん	jouinn
起立	きりつ	kiritsu
全う	まっとう	mattou
前号	ぜんごう	zenngou
新調	しんちょう	shinnchou
同化	どうか	douka
運休	うんきゅう	unnkyuu
売り物	うりもの	urimono
悪者	わるもの	warumono
動ける	うごける	ugokeru
県北	けんほく	kennhoku
実地	じっち	jicchi
歌集	かしゅう	kashuu
仕える	つかえる	tsukaeru
気取り	きどり|けどり	kidori|kedori
品等	ひんとう	hinntou
天板	てんばん|てんいた	tennbann|tennita
持分	もちぶん	mochibunn
外注	がいちゅう	gaichuu
画集	がしゅう	gashuu
勝目	かちめ	kachime
安売り	やすうり	yasuuri
漢文	かんぶん	kannbunn
薬味	やくみ	yakumi
投げかけ	なげかけ	nagekake
乗組	のりくみ	norikumi
流氷	りゅうひょう	ryuuhyou
神起	しんき	shinnki
風化	ふうか	fuuka
血中	けっちゅう	kecchuu
送れる	おくれる	okureru
薬学	やくがく	yakugaku
身勝手	みがって	migatte
住戸	じゅうこ	juuko
悪事	あくじ	akuji
内湯	うちゆ	uchiyu
反感	はんかん	hannkann
宮中	きゅうちゅう	kyuuchuu
味見	あじみ	ajimi
発毛	はつもう	hatsumou
水遊び	みずあそび	mizuasobi
三十路	みそじ	misoji
整数	せいすう	seisuu
直球	ちょっきゅう	chokkyuu
高所	こうしょ	kousho
研ぎ	とぎ	togi
受動	じゅどう	judou
名勝	めいしょう	meishou
祭日	さいじつ	saijitsu
表向き	おもてむき	omotemuki
米屋	こめや	komeya
見開き	みひらき	mihiraki
転がし	ころがし|まろがし	korogashi|marogashi
二期	にき	niki
全社	ぜんしゃ	zennsha
打点	だてん	datenn
金銀	きんぎん	kinnginn
仕立	したて|じたて	shitate|jitate
院生	いんせい	innsei
開山	かいさん|かいざん	kaisann|kaizann
下院	かいん	kainn
炭化	たんか	tannka
神主	かんぬし	kannnushi
農道	のうどう	noudou
子持ち	こもち	komochi
手取り	てとり|てどり	tetori|tedori
乗り心地	のりごこち	norigokochi
来期	らいき	raiki
氷室	ひむろ|ひょうしつ	himuro|hyoushitsu
品番	しなばん|ひんばん	shinabann|hinnbann
万事	ばんじ	bannji
神明	しんめい	shinnmei
学業	がくぎょう	gakugyou
受け皿	うけざら	ukezara
天守	てんしゅ	tennshu
ひな祭り	ひなまつり	hinamatsuri
客船	きゃくせん	kyakusenn
強者	きょうしゃ	kyousha
他界	たかい	takai
八百屋	やおや	yaoya
まな板	まないた	manaita
球体	きゅうたい	kyuutai
神代	かみよ|じんだい	kamiyo|jinndai
秋祭り	あきまつり	akimatsuri
皮切り	かわきり	kawakiri
客車	きゃくしゃ	kyakusha
追い風	おいかぜ	oikaze
化物	ばけもの	bakemono
野宿	のじゅく	nojuku
後進	こうしん	koushinn
中指	なかゆび	nakayubi
想起	そうき	souki
風速	ふうそく	fuusoku
和名	わめい|わみょう	wamei|wamyou
平屋	ひらや	hiraya
書庫	しょこ	shoko
国定	こくてい	kokutei
放水	ほうすい	housui
起し	おこし	okoshi
一丁	いっちょう	icchou
年式	ねんしき	nennshiki
東宮	とうぐう	touguu
鉄橋	てっきょう	tekkyou
安楽	あんらく	annraku
仕事人	しごとにん	shigotoninn
対空	たいくう	taikuu
湯本	ゆもと	yumoto
引取	ひきとり	hikitori
生身	なまみ	namami
相生	あいおい|そうしょう	aioi|soushou
使い物	つかいもの	tsukaimono
名湯	めいとう	meitou
転がり	ころがり	korogari
集金	しゅうきん	shuukinn
風流	ふうりゅう	fuuryuu
写る	うつる	utsuru
中長期	ちゅうちょうき	chuuchouki
陽光	ようこう	youkou
ぬるま湯	ぬるまゆ	nurumayu
注力	ちゅうりょく	chuuryoku
上向き	うわむき	uwamuki
命がけ	いのちがけ	inochigake
羽化	うか	uka
自習	じしゅう	jishuu
中流	ちゅうりゅう	chuuryuu
手品	てじな	tejina
身代わり	みがわり	migawari
一期	いちご	ichigo
下取り	したどり	shitadori
洋館	ようかん	youkann
下り坂	くだりざか	kudarizaka
合板	ごうはん|ごうばん	gouhann|goubann
発火	はっか	hakka
係わる	かかわる	kakawaru
後発	こうはつ	kouhatsu
中和	ちゅうわ	chuuwa
新館	しんかん	shinnkann
人命	じんめい	jinnmei
酒飲み	さけのみ	sakenomi
真言	しんごん	shinngonn
流れ星	ながれぼし	nagareboshi
一世	いっせ|いっせい	isse|issei
高次	こうじ	kouji
小部屋	こべや	kobeya
所用	しょよう	shoyou
指さし	ゆびさし	yubisashi
商号	しょうごう	shougou
宿屋	やどや	yadoya
取水	しゅすい	shusui
新薬	しんやく	shinnyaku
着ける	つける|づける	tsukeru|dukeru
草の根	くさのね	kusanone
意気	いき|いく	iki|iku
心待ち	こころまち	kokoromachi
後ろ向き	うしろむき	ushiromuki
取り調べ	とりしらべ	torishirabe
定形	ていけい	teikei
調度	ちょうど	choudo
転出	てんしゅつ	tennshutsu
油絵	あぶらえ	aburae
次代	じだい	jidai
美男	びなん	binann
急坂	きゅうざか|きゅうはん	kyuuzaka|kyuuhann
住まいづくり	すまいづくり	sumaidukuri
歯石	しせき	shiseki
主語	しゅご	shugo
旅立つ	たびだつ	tabidatsu
着心地	きごこち	kigokochi
終い	しまい|じまい	shimai|jimai
等分	とうぶん	toubunn
道州	どうしゅう	doushuu
手相	てそう	tesou
公庫	こうこ	kouko
九重	ここのえ	kokonoe
家業	かぎょう	kagyou
漢詩	かんし|からうた	kannshi|karauta
大流行	おおはやり|だいりゅうこう	oohayari|dairyuukou
多面	ためん	tamenn
万物	ばんぶつ|よろずもの	bannbutsu|yorozumono
整い	ととのい	totonoi
生業	せいぎょう|なりわい	seigyou|nariwai
前駅	ぜんえき	zenneki
美ら	ちゅら	chura
島内	とうない	tounai
水流	すいりゅう	suiryuu
気球	ききゅう	kikyuu
取り合い	とりあい	toriai
歌曲	かきょく	kakyoku
新都	しんと	shinnto
有人	ゆうじん	yuujinn
軽油	けいゆ	keiyu
名品	めいひん	meihinn
肉屋	にくや	nikuya
真っ向	まっこう	makkou
取っ手	とって	totte
屋号	やごう	yagou
回送	かいそう	kaisou
乗員	じょういん	jouinn
町屋	まちや	machiya
時短	じたん	jitann
受入れ	うけいれ	ukeire
死語	しご	shigo
代引	だいびき	daibiki
駅ビル	えきびる	ekibiru
和音	わおん	waonn
歯列	しれつ	shiretsu
